merchant_id,order_id,product_category,product_price,weight_kg,return_reason,days_since_purchase,distance_km,customer_return_count_90d,order_value_ratio,fraud_score,inspection_status,previous_refurb_count,disposition
m_13,64052684-b877-45be-b701-0a9f3db803d7,home,52.62,0.457,late_delivery,5,11.93,1,1.42,0.029,damaged,0,recycle
m_17,4029dacd-862c-45d2-9dc3-91c3856b74da,clothing,69.04,1.268,late_delivery,2,73.26,0,1.23,0.079,not_inspected,0,resell
m_9,fc7970b0-eb34-40c7-ad8b-6ed5996df7b6,book,72.86,0.628,changed_mind,12,104.78,0,1.47,0.018,ok,0,resell
m_7,cf5bad45-6702-4df3-be38-674ce6248e04,electronics,771.33,1.808,changed_mind,1,72.69,1,1.17,0.059,not_inspected,0,refurbish
m_2,7cbc1ae4-4e80-4a13-8e4c-203b879aa50b,home,37.8,0.339,not_as_described,5,49.34,0,1.57,0.043,not_inspected,0,resell
m_1,85d373dc-fc69-4129-8502-ec3caee31850,book,30.72,0.984,not_as_described,12,36.33,0,1.61,0.035,not_inspected,0,resell
m_16,1d16baa1-c5ff-49d9-9b7a-174a0c4d6344,home,105.46,1.133,size_issue,9,57.15,0,1.69,0.097,ok,0,resell
m_11,9ddfbd68-8130-4732-bd28-6fce701829bd,accessory,23.6,1.425,not_as_described,10,82.03,0,1.56,0.069,ok,0,donate
m_18,1f0b4d71-c954-4609-91bd-5b10cd815943,book,79.52,0.689,size_issue,9,58.88,1,1.41,0.05,ok,0,resell
m_20,43782a7b-47ea-492c-af61-b8f87622f575,clothing,197.87,0.548,not_as_described,18,45.39,0,1.67,0.113,missing_parts,0,refurbish
m_2,cd3a19b0-3e22-45e1-8179-cade9346be29,accessory,31.63,1.091,defective,5,11.44,0,0.66,0.0,not_inspected,0,recycle
m_10,20776be9-3d34-4586-8019-1fc773c1f5b9,clothing,102.62,0.396,late_delivery,4,37.83,0,0.58,0.203,ok,0,recycle
m_1,fef033f9-abdb-4ebe-a23c-5590b1624d3a,clothing,23.64,0.323,changed_mind,4,72.46,0,1.59,0.095,not_inspected,0,returnless
m_10,c095f904-98a2-44c8-a7d8-316bd6b8e8a6,home,46.39,0.354,size_issue,4,86.7,0,1.56,0.06,not_inspected,0,recycle
m_14,c817c117-fc0d-4e3c-b2c6-d50e48fcf99a,electronics,232.92,1.357,defective,22,34.54,1,0.99,0.09,ok,0,refurbish
m_5,57ab871c-6cd4-4900-9d50-c1b06fe74299,electronics,281.66,1.26,size_issue,0,26.05,0,1.94,0.167,not_inspected,0,refurbish
m_20,5705c31d-22a9-439c-b2fa-4f23eaeddfe5,book,65.73,0.323,changed_mind,12,21.75,0,1.32,0.076,not_inspected,0,resell
m_9,ae77d18c-2ae4-4432-8873-62d3b1b802ef,book,36.79,0.417,size_issue,2,45.95,0,1.59,0.031,not_inspected,0,resell
m_20,b9d0e2e5-6875-4986-a5e9-aa7439dd3345,book,130.71,1.105,size_issue,0,61.22,0,1.28,0.107,not_inspected,0,resell
m_5,0db2492a-816e-4b23-8564-78ce406df6ea,book,36.21,1.006,size_issue,11,3.04,0,1.86,0.059,not_inspected,0,resell
m_11,2704a524-83b6-4883-93e4-01ac43c3cea1,home,113.12,0.658,defective,11,120.49,0,0.66,0.034,not_inspected,0,recycle
m_11,0392a188-3804-40c0-b014-2b6c0218e61f,accessory,32.3,0.187,changed_mind,3,10.89,1,0.87,0.01,not_inspected,0,returnless
m_14,e206a84b-2af6-45e4-925b-eabd953a222e,book,74.91,1.32,late_delivery,8,72.28,0,0.83,0.032,not_inspected,0,resell
m_20,bf0cd252-5105-4229-94b0-282787e7dc62,home,33.28,0.325,changed_mind,3,55.68,0,1.02,0.085,not_inspected,0,returnless
m_19,03b67b22-be7d-4f5d-a2f9-11ac2366a5f6,electronics,197.57,1.119,size_issue,13,35.03,0,0.76,0.04,not_inspected,0,refurbish
m_5,6892ace3-8729-4f62-996b-d8e080f84502,electronics,500.77,0.932,late_delivery,1,39.55,0,0.7,0.018,not_inspected,0,refurbish
m_5,ed3b38aa-865d-4c1b-841e-daff3d51e177,book,33.81,0.845,defective,4,26.71,2,1.44,0.173,damaged,0,recycle
m_8,de69d193-6bd8-4a3f-8474-508cfc3c25ac,clothing,479.26,0.891,defective,7,94.65,0,0.55,0.262,not_inspected,0,refurbish
m_11,cfa5e4cb-1eed-4bc6-9645-26a47e170f65,electronics,845.95,0.283,size_issue,4,41.55,1,1.12,0.047,missing_parts,0,resell
m_3,f54ef022-8bac-4338-b201-d0f56a19e50c,electronics,367.15,1.033,changed_mind,0,60.05,1,0.58,0.061,not_inspected,0,refurbish
m_17,fa3143b6-cd28-4c31-a368-62b3e714c15d,book,93.08,0.065,changed_mind,0,70.57,0,1.8,0.008,not_inspected,0,resell
m_18,e5f6335a-b17b-413e-9245-7de75ddd68f3,book,51.94,0.425,changed_mind,1,15.0,0,0.81,0.013,ok,0,resell
m_4,86805cac-d99e-400c-a260-06b4512d32a4,electronics,713.84,0.57,not_as_described,7,44.36,0,1.88,0.051,not_inspected,0,resell
m_18,63b098d4-064e-4a35-b52c-74558b486fe8,home,20.48,0.695,not_as_described,10,43.41,0,1.54,0.174,not_inspected,0,donate
m_8,4b0077f7-5534-4d8a-9606-e876df9fea8d,electronics,401.42,0.726,defective,16,112.24,0,0.56,0.072,ok,0,refurbish
m_8,67e28876-fbe4-4269-8170-f3f41c05cc05,book,56.43,0.01,defective,4,0.86,0,1.73,0.071,not_inspected,0,recycle
m_11,20bee2c1-218c-4784-8b13-25048ea69058,clothing,103.17,1.276,not_as_described,2,2.67,0,1.15,0.002,not_inspected,0,resell
m_10,62d4eb6e-bef5-4aca-9c3a-7e7d25f1e9b8,book,54.24,0.75,changed_mind,0,28.19,0,1.05,0.105,not_inspected,0,resell
m_14,ca90aa91-6e17-4758-91f9-92dfbd0c3680,book,40.67,0.745,defective,5,69.71,1,1.65,0.103,ok,0,recycle
m_19,e1dbd544-373b-46d1-a0d3-87ac9aa5b4d3,accessory,61.73,0.01,defective,2,56.76,1,1.58,0.101,not_inspected,0,recycle
m_16,8bd8b474-dcf0-4fa6-aabb-08621e0bf082,electronics,194.4,1.235,not_as_described,0,15.22,0,0.66,0.01,not_inspected,0,refurbish
m_19,57b1635b-ecaf-4c05-9100-0522b3f7753e,electronics,604.26,1.073,size_issue,1,101.18,0,1.98,0.039,ok,0,refurbish
m_6,f4ad1d3f-34aa-4afc-9766-99e4d2407886,home,18.03,0.559,late_delivery,3,19.73,0,0.86,0.059,damaged,0,recycle
m_1,5c1310e5-6914-4380-b72b-f27ffb7bf74d,book,41.58,0.674,not_as_described,0,86.98,0,1.15,0.199,not_inspected,0,resell
m_12,13f7690d-3cc9-4f03-8739-e8746fd49c2f,accessory,34.88,0.673,size_issue,1,123.38,1,1.5,0.052,not_inspected,0,resell
m_7,ec6a3db4-ffc8-4d55-81bf-eef4e087b57a,accessory,24.5,0.66,changed_mind,9,21.01,0,0.86,0.037,not_inspected,0,returnless
m_11,0c4694a6-4c11-480c-963f-543e4a470f49,accessory,120.69,0.726,size_issue,13,7.76,0,1.13,0.083,not_inspected,0,resell
m_10,340774a0-1501-4e9c-9236-f822c5cafd4b,home,52.75,0.84,changed_mind,7,25.48,1,1.7,0.079,not_inspected,0,resell
m_17,4e4fc2ea-727a-45ea-82dd-4b3edebbedc3,book,28.36,0.884,defective,10,80.52,0,0.98,0.165,not_inspected,0,recycle
m_2,c629c9e3-aea5-40b8-9704-ceb2babbea07,book,44.93,1.094,not_as_described,0,5.12,0,1.52,0.087,not_inspected,0,resell
m_7,28d366b7-5dc7-4675-9a00-2efba3d257b8,book,15.55,0.901,defective,3,78.8,0,1.54,0.018,ok,0,recycle
m_10,0d810f77-f828-4992-a097-f58a0a28d9b3,clothing,18.38,0.648,late_delivery,3,3.77,0,1.64,0.009,ok,2,donate
m_12,1fb58ca4-0856-4e88-93f9-73980f19ad10,clothing,31.74,0.763,late_delivery,1,52.2,1,1.91,0.023,ok,1,recycle
m_8,2a6ba164-2bb0-458e-a9f9-9f5774e4ae5e,book,115.78,0.87,defective,9,63.26,0,1.8,0.006,ok,0,recycle
m_1,bae25093-3c3e-4569-b5d4-74d5ac186974,accessory,161.77,0.631,size_issue,2,106.47,1,0.74,0.058,not_inspected,0,refurbish
m_6,9eac136d-ab2c-437e-9454-597889ed7f55,home,109.52,0.763,defective,1,69.75,0,1.51,0.046,not_inspected,0,recycle
m_13,28d47bc2-9e30-4080-8b92-947fe69679a9,home,258.98,1.222,not_as_described,0,69.45,0,0.8,0.01,not_inspected,0,refurbish
m_20,f202ab00-d4c6-4fcd-b7b9-cde93ba8cafd,home,49.6,1.337,changed_mind,3,93.56,0,0.84,0.151,missing_parts,0,returnless
m_20,7b23d354-e302-43f8-8bca-46125f4e2065,clothing,58.47,0.01,changed_mind,3,14.67,0,0.73,0.315,not_inspected,0,resell
m_4,02d9598e-becc-4a2a-9d84-40e48378c512,home,51.51,0.902,not_as_described,1,43.22,0,0.87,0.109,not_inspected,0,recycle
m_1,0eed3f1f-80c0-46e1-b501-0d6d2c457690,electronics,659.54,1.058,defective,0,55.46,1,1.03,0.03,ok,0,refurbish
m_13,6987e9c7-88d9-472c-8ae1-ed228e77cce2,home,124.26,0.942,defective,0,47.99,0,0.89,0.0,not_inspected,0,recycle
m_12,f5512c45-1514-471a-914d-a0beadd86991,accessory,30.65,0.552,not_as_described,8,74.2,0,1.85,0.01,not_inspected,0,resell
m_12,bf5dac5b-d5e6-4911-927e-7a63e546389b,clothing,62.84,0.63,not_as_described,22,66.55,0,1.68,0.052,missing_parts,0,recycle
m_1,343206b2-1402-4af8-8c9d-4f00e8ef5552,electronics,190.63,0.938,size_issue,1,37.76,1,1.2,0.022,not_inspected,0,refurbish
m_10,949e7938-7f98-4aad-8518-feb791e55524,home,57.93,1.19,defective,13,92.14,0,1.91,0.112,damaged,0,recycle
m_7,a8211474-57d4-4568-af67-75cef5d4b139,clothing,51.94,0.389,size_issue,4,64.22,1,0.61,0.165,not_inspected,0,donate
m_16,c3b8c8ec-0625-445e-a40f-6124be3cda4f,electronics,108.48,0.957,defective,23,73.8,1,1.53,0.105,damaged,0,recycle
m_8,e113a020-cbb6-46f0-9b54-4d1ae70f58e2,clothing,63.31,0.698,defective,3,111.05,0,1.85,0.167,not_inspected,0,recycle
m_9,08b44189-8e89-422b-b66a-c0d29a5934a4,book,59.78,1.506,late_delivery,18,50.82,0,1.92,0.067,ok,0,resell
m_16,665be1ce-c64e-4353-94ab-1c376a3239a3,home,105.25,0.347,defective,2,24.05,0,1.71,0.032,ok,0,recycle
m_13,1ac3d798-570b-41cb-b65b-266fc29d6418,electronics,249.97,0.607,not_as_described,0,56.49,0,0.67,0.217,not_inspected,0,refurbish
m_14,4c49a7bd-7bbe-47ec-9783-c62f5deb95f1,book,204.23,0.094,defective,22,83.91,0,1.15,0.026,not_inspected,1,refurbish
m_1,fa4a7280-05dc-4732-b558-d05bf45c6cef,book,23.04,0.825,changed_mind,5,33.32,0,0.64,0.012,not_inspected,0,returnless
m_9,854358b7-662b-413d-b2d1-9168e79d4370,accessory,71.35,0.01,defective,0,88.58,0,1.11,0.298,ok,0,recycle
m_9,52d48fe1-7d26-4fc1-a38f-0525aca3c3de,home,42.44,1.079,changed_mind,4,73.62,1,1.63,0.191,not_inspected,0,returnless
m_7,8c8546a4-cf6b-4393-9d06-6f1c34e24ca2,electronics,235.26,1.198,size_issue,0,56.02,1,0.55,0.111,missing_parts,0,refurbish
m_2,b311f7e1-2f06-4ba8-80e5-c63c6bc93538,clothing,17.73,0.714,changed_mind,9,15.31,0,0.65,0.08,ok,0,returnless
m_16,c738ff71-59d8-427d-a7fd-2dfa6b1e958c,accessory,50.22,1.659,changed_mind,4,5.57,0,1.42,0.05,not_inspected,0,resell
m_3,b0e08f17-74cd-46dd-89e0-f23f864b6793,clothing,67.41,0.871,defective,0,9.53,0,1.94,0.033,not_inspected,0,recycle
m_16,449f89f4-b7d1-4520-82c6-cccb183a48b1,accessory,49.35,0.562,size_issue,0,51.32,1,1.39,0.012,not_inspected,0,resell
m_12,58e89105-a7a7-4e16-b9c6-35bf208c401b,accessory,64.4,0.36,not_as_described,7,22.44,1,1.58,0.013,not_inspected,0,resell
m_12,5fd4a8bc-af28-482f-a499-fb65ac7cc802,accessory,124.0,0.624,late_delivery,10,52.08,0,1.54,0.104,not_inspected,0,resell
m_12,8313864e-1a35-46e7-a8d2-9750761a2ed0,book,219.53,0.455,not_as_described,0,80.95,0,1.96,0.003,not_inspected,0,resell
m_5,b6e2565d-bbe8-4776-ad6d-bc32ab3beafe,book,42.33,0.841,size_issue,1,83.9,0,0.9,0.017,ok,0,resell
m_14,6aa53ef5-3587-4abe-887d-d787a8302803,book,49.79,1.179,late_delivery,2,103.86,0,1.56,0.074,not_inspected,0,resell
m_5,e7bb4821-03ee-4d29-9d78-7327deb7d8e6,electronics,98.78,1.362,late_delivery,13,33.83,0,1.81,0.203,not_inspected,0,recycle
m_15,d917e33e-cbd5-4925-9c5d-9745812929c3,home,68.29,0.928,size_issue,6,1.48,0,1.7,0.012,ok,0,resell
m_11,b955cd9e-403c-4be5-a25f-c9579920f10e,accessory,60.98,0.928,not_as_described,27,66.72,0,1.85,0.042,damaged,0,recycle
m_18,3154a53f-9dc7-47b7-a003-c7b1d44a2b00,accessory,62.35,0.413,not_as_described,10,67.9,2,0.54,0.062,not_inspected,0,recycle
m_7,3c989855-56e0-47a5-8a49-e2809fc2ad1f,clothing,134.74,1.147,late_delivery,0,72.25,0,1.2,0.008,not_inspected,0,resell
m_4,7e1c5afd-78ff-4a48-ae97-16cb1042b162,book,73.74,0.316,defective,2,38.07,0,1.38,0.253,ok,0,recycle
m_4,5fd3b811-1b27-41ca-ae32-0b95c186297a,accessory,104.25,1.231,late_delivery,1,17.2,0,1.5,0.091,not_inspected,0,recycle
m_18,bf6a5234-cfd3-43c9-809a-271b395eeeca,accessory,54.31,0.689,defective,0,33.04,1,1.47,0.062,not_inspected,0,recycle
m_11,83b33e57-34f4-4a33-ad6a-5d9bf9bedc5f,clothing,68.44,0.711,not_as_described,6,106.44,0,0.58,0.019,ok,0,resell
m_12,4617fb7b-f388-40c0-9102-2830d72604bd,book,39.73,0.912,defective,1,28.12,0,1.58,0.312,not_inspected,0,recycle
m_13,aace84d7-6a1f-4552-927d-923b375b5468,accessory,139.34,1.095,changed_mind,15,29.32,0,1.5,0.01,not_inspected,0,resell
m_14,67dbe484-8057-462f-b7bb-e123262d50a0,clothing,38.96,1.18,late_delivery,10,71.17,0,1.24,0.011,not_inspected,0,resell
m_15,06dbf18c-99f9-43b7-b5f8-36ee595550ef,electronics,756.09,0.989,not_as_described,7,44.9,0,0.76,0.124,ok,0,resell
m_17,aa4e3ff2-23c0-4ada-af40-435259f0d6ce,clothing,21.14,0.432,not_as_described,8,109.3,1,0.54,0.061,ok,0,donate
m_3,51600b54-b8e6-4813-857b-659dc0d19b56,electronics,533.17,1.703,changed_mind,0,109.23,0,1.59,0.05,not_inspected,0,resell
m_10,0808ad11-4228-44e3-a4be-c3a3aed2a02b,home,75.17,1.11,not_as_described,0,67.84,1,0.56,0.047,ok,0,recycle
m_7,87b7f1b1-7333-45d8-8c2d-18bb9e2b3e7c,clothing,51.57,1.091,late_delivery,9,91.31,3,1.16,0.085,ok,1,resell
m_4,d274f552-a480-486f-b25f-81b9937a2f82,electronics,1506.43,0.869,defective,11,87.06,0,1.22,0.063,not_inspected,0,refurbish
m_3,712b74a2-11c8-46db-bc6e-3bbb1544a424,clothing,44.34,0.943,not_as_described,2,36.98,1,1.64,0.043,ok,0,recycle
m_4,e374aca0-b8b8-4ead-a52f-fac2c82712fa,electronics,602.45,1.299,size_issue,2,8.29,0,1.3,0.019,not_inspected,0,refurbish
m_1,e362461f-5841-4da6-ba46-42531fdbd8ff,book,38.96,1.027,size_issue,3,38.64,0,0.5,0.023,ok,0,resell
m_12,390dfd49-0806-4d31-b21a-5c968712dda9,accessory,149.18,0.907,size_issue,11,87.03,0,1.47,0.192,not_inspected,0,recycle
m_19,ab9139cb-682a-4c1c-99cd-d59ab993815f,clothing,101.25,0.656,size_issue,3,4.86,0,1.65,0.08,not_inspected,0,resell
m_16,581ad0e0-d20c-4bad-98d4-d058a50d5f38,book,39.92,0.695,late_delivery,13,49.95,0,1.03,0.095,not_inspected,0,resell
m_1,2ede8035-602e-43ed-b1da-a6f0d6641987,electronics,135.73,1.593,changed_mind,0,76.78,0,1.12,0.051,not_inspected,0,recycle
m_13,f4f8b538-994a-4607-be7b-86cb9f58902d,home,49.84,0.712,changed_mind,6,30.15,0,1.48,0.109,damaged,0,recycle
m_19,4401c9a9-334f-4794-adcf-0196dd009312,accessory,153.3,1.365,defective,2,34.69,0,1.71,0.014,not_inspected,0,refurbish
m_16,8e44a17d-fd85-455c-b088-d5155e058d55,accessory,19.47,0.32,size_issue,3,98.95,0,1.35,0.087,damaged,0,recycle
m_16,a9e6dde0-0a79-48b6-812d-8ac88978a7b4,electronics,166.7,1.448,changed_mind,26,84.92,1,1.02,0.079,not_inspected,0,refurbish
m_3,3a42f648-fc35-4e4c-85be-0c917b2c3d06,electronics,92.53,1.416,changed_mind,3,104.96,0,1.26,0.328,not_inspected,0,resell
m_4,0d74a48a-24d0-4519-9294-bc26a31aa41d,electronics,288.27,1.39,not_as_described,21,84.09,0,1.15,0.115,ok,0,resell
m_8,48fd7a3d-d233-49b3-bdd5-71130ecf13d7,book,28.42,0.771,changed_mind,4,36.45,1,1.38,0.01,ok,0,returnless
m_10,c78ec502-ed02-4afa-9fcc-6efc533f67e6,accessory,45.29,0.225,changed_mind,0,7.02,0,1.27,0.138,not_inspected,0,returnless
m_14,1091dca8-0fbd-48f6-ac85-2a52f1f0b604,accessory,68.74,0.37,changed_mind,0,32.38,0,1.38,0.068,not_inspected,0,recycle
m_19,f7a3d345-d2d5-4648-9c7b-66c832a0d378,electronics,287.32,0.806,defective,10,108.18,0,1.97,0.266,ok,0,refurbish
m_17,c131944a-9bc7-44c9-9e59-666c3a11a183,electronics,284.47,0.648,late_delivery,10,6.26,0,1.77,0.049,not_inspected,0,refurbish
m_19,855c9b12-3362-48a2-81fd-87ac29db0028,clothing,81.68,1.761,changed_mind,5,35.88,0,1.52,0.014,not_inspected,0,recycle
m_2,2914be83-08a0-4c88-b827-da51e8a76819,book,55.92,0.698,late_delivery,0,11.79,0,1.89,0.145,ok,0,resell
m_17,f10ed993-146c-4089-a90e-3d60c72e78af,home,41.18,0.654,late_delivery,7,19.74,1,1.91,0.091,not_inspected,0,resell
m_10,691f5b89-047c-4416-a7b1-9bf0b11b31d1,book,18.84,1.047,not_as_described,8,22.68,0,1.66,0.081,damaged,0,recycle
m_11,b632e278-bd48-4a98-923e-986116401a39,clothing,160.99,1.034,defective,14,37.2,1,1.98,0.016,not_inspected,0,refurbish
m_3,6529b9a8-4d96-44fb-9b7d-5a5b0e92f145,book,85.31,0.21,defective,8,49.4,0,0.91,0.076,ok,0,recycle
m_1,d59b58fd-9343-4ea4-ab38-c3c78fddd59d,clothing,64.52,1.099,changed_mind,0,70.26,0,1.24,0.385,not_inspected,0,resell
m_2,8fc0a69d-13ea-4159-a04a-6285b5878a6c,book,106.13,0.205,not_as_described,4,40.46,2,1.55,0.015,ok,0,resell
m_19,2b7d34ff-4fd4-4208-b338-199784eded6c,home,48.39,0.01,not_as_described,2,6.95,0,1.19,0.013,not_inspected,0,recycle
m_4,baefbf64-dc0c-4478-ad99-439596e67f9d,book,34.07,1.052,not_as_described,7,84.06,1,0.87,0.051,ok,0,resell
m_20,5b9bc7a8-1ea1-4cae-b252-f7f420ce04a1,electronics,57.67,1.505,not_as_described,2,25.34,2,0.62,0.17,not_inspected,0,resell
m_12,ed97863b-944a-4856-aeaf-558ab4819f06,accessory,135.21,1.084,defective,8,103.33,0,0.67,0.188,not_inspected,0,recycle
m_12,57bf7e10-43ac-472a-96a7-974240cf3c2d,book,54.8,1.036,defective,7,19.02,2,1.18,0.062,ok,0,recycle
m_2,40344496-b0de-49bd-99fc-b55cee9ed70d,accessory,42.92,1.101,defective,4,67.41,0,0.62,0.027,not_inspected,0,recycle
m_14,8dc31d05-0170-40bf-93d2-b763124c2446,home,37.17,0.805,changed_mind,14,74.43,0,1.52,0.054,not_inspected,0,returnless
m_12,e0e4c0aa-4522-4bfe-83af-f488eaab9482,electronics,1318.61,0.684,defective,1,41.88,0,0.78,0.088,not_inspected,0,refurbish
m_8,3202854e-3644-4ea0-ba6a-063594bcf74a,book,62.39,0.906,changed_mind,2,89.98,0,0.93,0.008,not_inspected,0,resell
m_3,da35540e-fc89-4d22-b028-ecb38d55575c,clothing,28.52,0.587,defective,0,7.37,0,0.86,0.12,not_inspected,0,recycle
m_15,a52cfc44-1e48-4155-9483-aa02e5c5b660,accessory,77.74,0.431,not_as_described,1,26.38,0,1.2,0.007,ok,0,resell
m_16,df3dc4da-2dde-4b10-8c17-a8566f301413,accessory,162.39,0.687,size_issue,1,64.25,1,1.06,0.099,not_inspected,0,refurbish
m_4,1a7d3377-e534-4868-91af-b9999cf8aef8,electronics,220.91,1.138,not_as_described,7,75.43,0,0.67,0.037,not_inspected,0,resell
m_5,409b6bef-34ee-4658-aecf-453f45734f09,accessory,108.96,0.886,defective,27,2.77,1,1.94,0.091,not_inspected,0,recycle
m_13,d84630d6-648a-4d89-8526-88dd5a436314,home,24.36,1.729,not_as_described,12,31.28,0,1.45,0.001,ok,0,donate
m_1,2709c895-e2f7-4a00-ad41-6f7ba58b4876,electronics,479.02,0.207,size_issue,12,32.98,1,0.77,0.184,not_inspected,0,refurbish
m_19,38edc0b4-147f-4227-87c2-379e98224708,electronics,177.78,1.627,late_delivery,0,58.26,0,0.51,0.194,ok,0,refurbish
m_5,dc602e38-f27a-45d1-ae8e-f43cf2250185,accessory,201.57,0.528,defective,0,50.78,1,1.52,0.015,not_inspected,0,refurbish
m_7,ce51971b-3c8f-487e-9270-455483096799,home,26.06,0.403,not_as_described,9,31.18,0,1.94,0.029,damaged,0,recycle
m_7,99a97cbe-0729-418d-8399-02b189bbed89,clothing,62.08,1.063,changed_mind,3,1.38,0,1.42,0.005,not_inspected,0,resell
m_18,7ccef898-33d9-47b3-a7b5-6736156dbacf,electronics,265.56,1.391,not_as_described,5,54.56,0,0.87,0.089,not_inspected,0,refurbish
m_17,94e7b4ba-3d09-4f45-822b-66d0d548294c,electronics,292.89,0.75,not_as_described,1,28.79,0,1.95,0.01,ok,1,refurbish
m_3,b277813e-04d4-49c1-84d3-8750e28e7c6c,clothing,26.49,1.182,defective,7,51.69,0,1.31,0.247,not_inspected,0,recycle
m_14,9e8414f5-0397-4d4d-91fd-e95716a51c73,accessory,28.61,0.727,not_as_described,7,36.83,0,1.49,0.038,not_inspected,0,donate
m_14,fa565cac-0306-4fdf-8639-650e7268e93e,home,24.11,1.064,not_as_described,24,67.05,1,1.72,0.06,ok,0,donate
m_11,05f3e541-f383-4e7b-a89b-ef89d83bafc8,electronics,341.05,0.791,changed_mind,12,55.08,0,1.14,0.083,not_inspected,0,refurbish
m_12,2eafb39a-1fb7-4a68-a757-3415176b8486,book,205.04,1.01,defective,6,73.94,0,1.49,0.001,not_inspected,0,refurbish
m_8,7e7e5c09-a825-445c-b3b0-934248531032,book,62.02,0.885,changed_mind,0,48.19,0,1.74,0.09,ok,0,resell
m_17,c92a0722-c6a9-4d62-b58d-0b081fbfb3eb,clothing,73.47,0.578,changed_mind,3,62.82,1,1.47,0.071,ok,0,recycle
m_17,43fd6a1c-52b3-4423-b5a6-4cfd1cdffe52,book,19.58,0.824,not_as_described,15,41.99,0,1.56,0.242,not_inspected,0,resell
m_14,b1631d8c-d611-4888-9091-de34bb447369,home,53.34,0.715,changed_mind,20,77.64,0,0.7,0.006,ok,0,recycle
m_18,60c40b9e-fa42-4e7a-980f-17154cd97274,accessory,98.38,0.388,defective,4,64.28,0,0.64,0.08,not_inspected,0,recycle
m_2,de3c53c4-148a-4d39-9fe1-04211693c99d,electronics,429.16,1.127,not_as_described,10,52.08,1,1.39,0.234,ok,0,refurbish
m_15,b8b697cb-d581-426d-9454-4b19e8b4e57a,home,114.42,1.07,size_issue,2,56.89,0,1.29,0.001,not_inspected,0,resell
m_20,73c5a8ee-abeb-4153-9716-7410a5636cc5,home,68.86,0.648,size_issue,1,9.87,1,0.8,0.183,ok,0,resell
m_16,b2bb59af-a637-4a0c-850d-5f32e1e1775c,home,72.53,1.144,size_issue,8,78.16,0,0.95,0.026,damaged,0,recycle
m_19,e1a9a97f-8db5-4195-a730-1833ad1f7a00,accessory,47.13,1.25,changed_mind,14,73.13,0,0.56,0.039,not_inspected,0,returnless
m_19,1b4fac85-c1f6-49cd-95c4-ec708925e563,accessory,57.35,0.989,late_delivery,0,75.07,0,0.86,0.135,not_inspected,0,recycle
m_16,0db548b1-91dc-4e7e-bfaa-1af205b7320c,clothing,36.33,0.629,changed_mind,6,36.39,2,1.62,0.005,not_inspected,0,returnless
m_3,92961e9f-8a9b-42c6-b86d-94bbdeeb7b18,home,136.13,0.853,late_delivery,4,2.5,0,1.04,0.004,not_inspected,0,resell
m_10,ae5fc831-8048-432b-8d59-12e904c20283,home,51.08,0.039,size_issue,5,14.03,0,0.83,0.008,damaged,0,recycle
m_11,eafa1d25-2494-4a2b-ab1e-127fd0980d2e,accessory,114.43,1.231,late_delivery,5,35.36,2,1.85,0.072,not_inspected,0,recycle
m_10,a6ffbbf8-95f8-4534-89a9-eb123b44d7ef,clothing,121.26,0.982,late_delivery,7,43.21,1,1.21,0.043,not_inspected,0,resell
m_14,07cd346f-f492-4113-a553-3ae3bfab89f3,clothing,56.33,1.129,size_issue,7,81.2,0,0.64,0.061,not_inspected,0,resell
m_7,e35054e7-cc9d-417e-adf3-7a5b82ebb017,home,54.36,0.44,size_issue,0,69.6,1,1.3,0.231,not_inspected,0,resell
m_10,86089114-e052-4df8-a841-80e6f18b8d8a,accessory,60.87,0.767,not_as_described,6,47.1,0,1.86,0.167,ok,0,resell
m_18,f85098d6-d7b6-4ced-b12a-396bb7e82a11,clothing,46.52,0.724,size_issue,12,64.53,0,0.95,0.123,ok,0,resell
m_19,dbe3adfe-a789-4580-9a57-9518188432a5,home,245.65,0.947,not_as_described,7,12.27,0,0.56,0.02,ok,0,refurbish
m_10,ffc06e16-5f01-4414-9627-0583c35e1e86,accessory,46.88,0.293,not_as_described,2,27.61,0,1.5,0.021,not_inspected,0,resell
m_11,2b9874c3-1335-4f9d-b82d-84d9086096f5,clothing,125.19,0.44,not_as_described,9,21.77,2,1.11,0.099,not_inspected,0,recycle
m_13,3ed03a7a-ef47-4cd7-ae68-f71221ad676d,clothing,34.5,0.808,changed_mind,4,47.63,0,1.13,0.0,not_inspected,0,returnless
m_15,510fc681-71aa-4eca-bd3e-1402cac3beec,book,84.43,0.931,size_issue,0,60.81,1,1.32,0.027,damaged,0,recycle
m_20,bcbd4496-eb68-447b-a941-0f4b4c91cdca,accessory,20.84,0.745,size_issue,8,14.56,0,0.71,0.011,not_inspected,0,donate
m_13,2dc028d3-ab83-4a78-9f02-ab3014c28bae,electronics,251.63,0.707,size_issue,5,54.27,0,0.66,0.018,not_inspected,0,refurbish
m_7,339e2cf0-5c5a-4fc7-8c2d-a7915fb66fa1,accessory,61.23,0.762,changed_mind,14,30.12,0,1.1,0.056,not_inspected,0,recycle
m_18,f36348d8-5f13-44e8-b00a-3decf67fb74b,home,28.62,0.334,changed_mind,7,59.09,0,0.68,0.144,not_inspected,0,returnless
m_14,aa2f9950-6f81-4d2a-b8e9-44b4ebaa5e34,accessory,83.04,0.712,size_issue,0,76.48,1,1.88,0.009,not_inspected,0,resell
